category,domain_name,file_name,file_urls,files,meaning,word
n.,uchicago_S_Hassan,aliιtīl.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00172.mp3,,linseed oil,aliιtīl
n.m.,uchicago_S_Hassan,aljabrā.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00173.mp3,,algebra,aljabrā
n.m.,uchicago_S_Hassan,alkāb.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00174.mp3,,"title, appellation",alkāb
n.m.,uchicago_S_Hassan,alkʰǝnās aʦun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00175.mp3,,"scared, afraid",alkʰǝnās aʦun
adj.,uchicago_S_Hassan,alkʰǝnās ʦʰιnun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00176.mp3,,"superstitious, fearful, visionary",alkʰǝnās ʦʰιnun
n.m.,uchicago_S_Hassan,alkʰǝnās.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00177.mp3,,"fear, superstition, apprehend, doubt, anxiety",alkʰǝnās
,uchicago_S_Hassan,allah allah karun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00178.mp3,,"phrase take the name of God, fear God, with great difficulty",allah allah karun
,uchicago_S_Hassan,allah allah kʰə̄r sǝlah.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00179.mp3,,"phrase thank God it is all over, that was end to it",allah allah kʰə̄r sǝlah
v.,uchicago_S_Hassan,allah hu.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00180.mp3,,& phrase worship God,allah hu
n.m.,uchicago_S_Hassan,allah.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00181.mp3,,"āllah, God",allah
interj.,uchicago_S_Hassan,allahu-akbǝr.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00182.mp3,,my goodness,allahu-akbǝr
n.m.,uchicago_S_Hassan,almās.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00183.mp3,,diamond,almās
n.f.,uchicago_S_Hassan,almə̄r.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00184.mp3,,"cabinet, cupboard",almə̄r
adv.,uchicago_S_Hassan,lagbag.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00185.mp3,,"& adj. probably, very likely, quite possible, probable",lagbag
v.,uchicago_S_Hassan,alnāwun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00186.mp3,,"to shake, shiver, shudder",alnāwun
n.f.,uchicago_S_Hassan,alιvōⁿt.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00187.mp3,,"hang, drape, droop",alιvōⁿt
n.m.,uchicago_S_Hassan,alsēṭʰʸ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00188.mp3,,"big, fat, overweight, round, heavy",alsēṭʰʸ
n.m.,uchicago_S_Hassan,altʰān.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00189.mp3,,"pub, bar, tavern",altʰān
n.m.,uchicago_S_Hassan,alēkʸšan.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00190.mp3,,"election, voting",alēkʸšan
n.,uchicago_S_Hassan,alι alι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00191.mp3,,"shivering, shaking",alι alι
n.m.,uchicago_S_Hassan,alι bə̄l.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00192.mp3,,idiot,alι bə̄l
n.f.,uchicago_S_Hassan,alι bə̄n.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00193.mp3,,a plough,alι bə̄n
v.,uchicago_S_Hassan,alι gǝḍ malι gǝḍ tulin.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00194.mp3,,"make a noise, disturb, hoot, clamour",alι gǝḍ malι gǝḍ tulin
n.m.,uchicago_S_Hassan,alι gogōs.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00195.mp3,,"swing, a cradle, the swing rope",alι gogōs
adv.,uchicago_S_Hassan,alι pal.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00196.mp3,,"near, resembling",alι pal
n.,uchicago_S_Hassan,alι pʰāl.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00197.mp3,,ploughshare,alι pʰāl
n.f.,uchicago_S_Hassan,alι trāⁿgιr.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00198.mp3,,"large family, encumbrance, heavy work",alι trāⁿgιr
v.,uchicago_S_Hassan,alι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00199.mp3,,"shake, quake, tremble",alι
v.,uchicago_S_Hassan,ǝlιrāvun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00200.mp3,,"shaking, shivering, shudder",ǝlιrāvun
v.,uchicago_S_Hassan,ǝlιrun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00201.mp3,,shake to,ǝlιrun
n.m.,uchicago_S_Hassan,alιvān.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00202.mp3,,shawl of wool of endangered goat called pǝšmīna,alιvān
n.m.,uchicago_S_Hassan,alι kul.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00203.mp3,,gourd tree,alι kul
conj.,uchicago_S_Hassan,amā.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00204.mp3,,"but, other than, however, although",amā
v.,uchicago_S_Hassan,amal karin.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00205.mp3,,"abide by, act in accordance with, fulfill, obey",amal karin
n.m.,uchicago_S_Hassan,aman.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00206.mp3,,harmony,aman
n.m.,uchicago_S_Hassan,amānat.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00207.mp3,,"buildup, leave, behind, lay down, deposit",amānat
n.,uchicago_S_Hassan,amə̄n jǝhāz.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00208.mp3,,ship,amə̄n jǝhāz
n.m.,uchicago_S_Hassan,and.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00209.mp3,,"border, limit, margin, rim, edging, perimeter, circumference edge",and
adv.,uchicago_S_Hassan,andar kun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00210.mp3,,"inwards, at home, indoors",andar kun
v.,uchicago_S_Hassan,andar yun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00211.mp3,,to enter,andar yun
adv.,uchicago_S_Hassan,andar.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00212.mp3,,"& prep. within, inside, in, contained by, indoors, at home, inwards, arrived",andar
n.m.,uchicago_S_Hassan,andēšι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00213.mp3,,"apprehension, fearfulness",andēšι
adj.,uchicago_S_Hassan,ǝndrʸum.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00214.mp3,,"inner, internal, central, interior, private, personal",ǝndrʸum
adj.,uchicago_S_Hassan,andιrust.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00215.mp3,,"endless, continual, nonstop, never-ending",andιrust
n.m.,uchicago_S_Hassan,aŋ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00216.mp3,,skin type in reference to heeling of wound,aŋ
adj.,uchicago_S_Hassan,angrēz.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00217.mp3,,English,angrēz
n.f.,uchicago_S_Hassan,angrēzi.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00218.mp3,,English language,angrēzi
adj.,uchicago_S_Hassan,anhǝriš.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00219.mp3,,virgin,anhǝriš
n.f.,uchicago_S_Hassan,anigaṭι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00220.mp3,,"night, dark, dusk",anigaṭι
n.m.,uchicago_S_Hassan,animι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00221.mp3,,"rice-gruel, starch",animι
adj.,uchicago_S_Hassan,anjām warə̄y.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00222.mp3,,without conclusion,anjām warə̄y
n.,uchicago_S_Hassan,anjām.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00223.mp3,,"end, conclusion, last part, ending",anjām
n.,uchicago_S_Hassan,ant.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00224.mp3,,"end, finish, ending",ant
v.,uchicago_S_Hassan,anun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00225.mp3,,"to bring, carry, take, fetch, transport",anun
n.,uchicago_S_Hassan,anwār.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00226.mp3,,"turn, rotation, change, service, shifts",anwār
adv.,uchicago_S_Hassan,apāri.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00227.mp3,,"on the other side, sideways, to the other side",apāri
v.,uchicago_S_Hassan,apīl.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00228.mp3,,an appeal in the law-courts,apīl
n.,uchicago_S_Hassan,apok.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00229.mp3,,"unripe, not ready to be eaten or harvested, immature",apok
adv.,uchicago_S_Hassan,apōr.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00230.mp3,,"across, crosswise, on the cross",apōr
v.,uchicago_S_Hassan,apōr tarun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00231.mp3,,"go across, cross",apōr tarun
adv.,uchicago_S_Hassan,apōr yepōr.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00232.mp3,,"both the sides, one and the other also",apōr yepōr
adj.,uchicago_S_Hassan,apotur.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00233.mp3,,"childless, barren, sterile, infertile, unfruitful",apotur
n.,uchicago_S_Hassan,aprād.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00234.mp3,,"sin, an offense, a misdeed, a fault, a wicked act",aprād
n.,uchicago_S_Hassan,aprēl.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00235.mp3,,"april, fourth month of the year having thirty days",aprēl
n.,uchicago_S_Hassan,aprēšem.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00236.mp3,,"a surgical procedure, operation",aprēšem
n.,uchicago_S_Hassan,apsarā.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00237.mp3,,very attractive women or girl,apsarā
adj.,uchicago_S_Hassan,aputι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00238.mp3,,"dirty, filthy, unclean, not new",aputι
n.,uchicago_S_Hassan,apuz.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00239.mp3,,lying,apuz
v.,uchicago_S_Hassan,apuz karun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00240.mp3,,"lie, incorrect, an untrue statement made with intent to deceive, something that deceive or mislead",apuz karun
v.,uchicago_S_Hassan,apuz wanun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00241.mp3,,to lie,apuz wanun
n.f.,uchicago_S_Hassan,apuzdǝrī.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00242.mp3,,"perjury, false swearing",apuzdǝrī
n.,uchicago_S_Hassan,apιzʸōr.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00243.mp3,,"one who lies or deceives or mislead others, liar",apιzʸōr
prep.,uchicago_S_Hassan,apə̄ryum.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00244.mp3,,"from one side to other, on the other side",apə̄ryum
n.,uchicago_S_Hassan,apʰιrā tʰapʰarī.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00245.mp3,,"haltingly, confusions, muddle, bewilderment",apʰιrā tʰapʰarī
n.,uchicago_S_Hassan,apʰarvaṭ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00246.mp3,,a name of a hill in Kashmir,apʰarvaṭ
adj.,uchicago_S_Hassan,apʰur.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00247.mp3,,"titillating, mischievous",apʰur
n.,uchicago_S_Hassan,arab.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00248.mp3,,"Arab, Arabia",arab
adj.,uchicago_S_Hassan,arabī.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00249.mp3,,Arabian,arabī
n.,uchicago_S_Hassan,aram.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00250.mp3,,"wisdom tooth, molar tooth",aram
n.,uchicago_S_Hassan,arbāb.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00251.mp3,,"owners, proprietors, lords, member",arbāb
v.,uchicago_S_Hassan,arbutʰ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00252.mp3,,pull a long face,arbutʰ
n.,uchicago_S_Hassan,arcǝkʰ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00253.mp3,,"handcuff, either of a pair of connected steel rings for shackling the wrist of a prisoner",arcǝkʰ
n.,uchicago_S_Hassan,ardābι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00254.mp3,,feed comprising of grind corn for animals,ardābι
n.,uchicago_S_Hassan,ardə̄l.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00255.mp3,,"orderly, peon",ardə̄l
v.,uchicago_S_Hassan,arer kāsun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00256.mp3,,"laid waste, corrupt, depraved",arer kāsun
adj.,uchicago_S_Hassan,arer.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00257.mp3,,"sound healthy, good condition, good relation",arer
n.,uchicago_S_Hassan,arfι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00258.mp3,,"major Haj day, day before sacrificial Eid, day preceding either Eid",arfι
n.,uchicago_S_Hassan,argaj.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00259.mp3,,"a perfume made from sandalwood, rose, saffron, musk",argaj
n.,uchicago_S_Hassan,arhar.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00260.mp3,,"a kind of pulse, arhar",arhar
n.,uchicago_S_Hassan,arhə̄ṭʰ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00261.mp3,,sixty-eight,arhə̄ṭʰ
adj.,uchicago_S_Hassan,arhῑṭʰʸum.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00262.mp3,,sixty-eighth,arhῑṭʰʸum
adj.,uchicago_S_Hassan,arjent.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00263.mp3,,"urgent, calling for immediate attention",arjent
n.,uchicago_S_Hassan,armān.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00264.mp3,,"wish, desire, wistfulness, longing, yearning",armān
n.,uchicago_S_Hassan,arnamatʰ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00265.mp3,,ninety-eight,arnamatʰ
adj.,uchicago_S_Hassan,arnamtιhum.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00266.mp3,,ninety-eighth,arnamtιhum
v.,uchicago_S_Hassan,arnιkāl.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00267.mp3,,"& n. suffers or bears pain, run down by misfortune",arnιkāl
n.,uchicago_S_Hassan,arsah.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00268.mp3,,"period, interval, space of time, duration",arsah
n.,uchicago_S_Hassan,arsǝtatʰ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00269.mp3,,seventy-eight,arsǝtatʰ
adj.,uchicago_S_Hassan,arsǝtʸum.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00270.mp3,,seventy-eighth,arsǝtʸum
n.,uchicago_S_Hassan,aršīt.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00271.mp3,,eighty-eight,aršīt
adj.,uchicago_S_Hassan,aršīttʸum.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00272.mp3,,eighty-eighth,aršīttʸum
n.,uchicago_S_Hassan,artal.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00273.mp3,,"golden-paper, silver-paper",artal
n.,uchicago_S_Hassan,artʰ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00274.mp3,,"meaning, sense, significance, purpose, significance, intention, meaning, implication",artʰ
n.,uchicago_S_Hassan,ahrι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00275.mp3,,"fear, threat, danger",ahrι
adv.,uchicago_S_Hassan,artʰātʰ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00276.mp3,,"in this way, so, therefore",artʰātʰ
n.,uchicago_S_Hassan,ǝrtʰī.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00277.mp3,,"coffin, bier",ǝrtʰī
n.,uchicago_S_Hassan,artrιh.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00278.mp3,,thirty-eight,artrιh
adj.,uchicago_S_Hassan,artrιhʸum.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00279.mp3,,thirty-eighth,artrιhʸum
n.,uchicago_S_Hassan,arʦan.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00280.mp3,,"Hindu worship, a Hindu religious worship, idol worship",arʦan
v.,uchicago_S_Hassan,arʦun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00281.mp3,,to do worship,arʦun
n.,uchicago_S_Hassan,arun retʰ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00282.mp3,,"evening star, morning star, Venus",arun retʰ
n.,uchicago_S_Hassan,arvanzah.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00283.mp3,,fifty-eight,arvanzah
adj.,uchicago_S_Hassan,arvanzehʸum.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00284.mp3,,fifty-eighty,arvanzehʸum
adj.,uchicago_S_Hassan,arιvarι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00285.mp3,,"from one end to other, pierced through across",arιvarι
n.f.,uchicago_S_Hassan,orjān.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00286.mp3,,"health, physical condition, fitness",orjān
n.,uchicago_S_Hassan,arz karanwōl.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00287.mp3,,suppliant,arz karanwōl
n.m.,uchicago_S_Hassan,arz.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00288.mp3,,"appeal, petition, formally request, request",arz
n.,uchicago_S_Hassan,arι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00289.mp3,,"act of pulling or being pulled, a tug",arι
n.,uchicago_S_Hassan,arιdah.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00290.mp3,,& adj. eighteen,arιdah
adj.,uchicago_S_Hassan,arιdə̄hʸum.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00291.mp3,,eighteenth,arιdə̄hʸum
n.,uchicago_S_Hassan,arιš.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00292.mp3,,"the empyrean, throne, high",arιš
n.,uchicago_S_Hassan,arιtə̄jih.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00293.mp3,,forty-eight,arιtə̄jih
adj.,uchicago_S_Hassan,arιtə̄jihʸum.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00294.mp3,,forty-eighth,arιtə̄jihʸum
n.,uchicago_S_Hassan,arι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00295.mp3,,creaking of wood,arι
n.,uchicago_S_Hassan,arιz karun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00296.mp3,,"request, representation, petition",arιz karun
v.,uchicago_S_Hassan,as.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00297.mp3,,"to emit explosive inarticulate vocal sounds expressive of amusement, joy or derision",as
n.,uchicago_S_Hassan,asalāmu-alə̄kum.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00298.mp3,,greeting expression in Muslims,asalāmu-alə̄kum
adv.,uchicago_S_Hassan,asān asān.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00299.mp3,,"gladly, happily",asān asān
n.m.,uchicago_S_Hassan,asan kʰaⁿgālι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00300.mp3,,"laughter, big smile, burst with laughter, jest, ridicule",asan kʰaⁿgālι
n.,uchicago_S_Hassan,asar.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00301.mp3,,"mark, impression, influence, effect, trace",asar
n.,uchicago_S_Hassan,asatʰ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00302.mp3,,"an untrue statement made with intent to deceive, something that deceives or misleads",asatʰ
n.m.,uchicago_S_Hassan,asbāb.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00303.mp3,,"baggage, luggage, belongings, cases",asbāb
n.,uchicago_S_Hassan,asbarag.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00304.mp3,,a kind of flower,asbarag
n.,uchicago_S_Hassan,asbǝ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00305.mp3,,a kind of white colour bee,asbǝ
adj.,uchicago_S_Hassan,asɔndǝr.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00306.mp3,,"ugly, unattractive, unappealing, unlikable",asɔndǝr
adj.,uchicago_S_Hassan,asιl.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00307.mp3,,"noble, polite",asιl
n.,uchicago_S_Hassan,asǝl zāt.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00308.mp3,,"caste, class, origin, background, kind",asǝl zāt
v.,uchicago_S_Hassan,absāwun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00309.mp3,,to twist thread,absāwun
n.,uchicago_S_Hassan,asambιlī.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00310.mp3,,"assembly, in democratic country members of legislative assembly are being assembled",asambιlī
n.,uchicago_S_Hassan,ashāb.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00311.mp3,,"companions (of the Holy Prophet), friends, comrade",ashāb
n.,uchicago_S_Hassan,aslāf.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00312.mp3,,"forefathers, ancestors, progenitors",aslāf
n.,uchicago_S_Hassan,aslī.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00313.mp3,,"reality, basic facts about origin, genuineness, authentic, purity",aslī
n.,uchicago_S_Hassan,asmān.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00314.mp3,,"the sky, the apparent vault over the earth",asmān
n.,uchicago_S_Hassan,asmə̄n balāy.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00315.mp3,,"devastation, destruction",asmə̄n balāy
n.,uchicago_S_Hassan,asmə̄n ǝnz.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00316.mp3,,"a bird, crane, a large wading bird with very long legs and neck",asmə̄n ǝnz
n.,uchicago_S_Hassan,asmēn.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00317.mp3,,sky blue colour,asmēn
n.,uchicago_S_Hassan,asōsēšǝn.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/00318.mp3,,"association, society, union, assembly",asōsēšǝn
